reel_cloumn1,6;5;92;8;3;3;7;8;3;7;7;6;0;0;9;9;4;6;6;6;1;7;94;94;2;0;7;92;3;2;7;1;1;1;4;5;0;8;4;6;94;94;3;3;3;7;92;92;92;1;5;5;0;3;94;94;8;92;5;0;6;2;3;3;0;0;0;8;4;2;2;0;0;3;94;94;9;2;2;2;3;0;92;92;6;0;3;9;7;7;7;5;94;94;4;6;0;9;5;4;0;6;6;94;94;1;7;7;4;4;4;2;9;7;8;
reel_cloumn2,6;0;92;8;5;0;0;0;2;3;5;0;0;6;3;94;94;8;3;3;1;5;7;92;92;92;5;1;7;4;4;4;5;94;94;1;9;9;9;3;3;2;9;3;8;9;0;2;92;92;92;9;0;5;1;1;1;94;94;8;7;1;92;8;9;2;94;94;1;4;4;5;3;2;2;2;9;2;1;9;9;2;1;94;94;3;7;1;5;4;4;92;6;8;8;8;7;3;5;92;4;4;0;9;94;94;3;3;3;2;92;1;7;8;9;
reel_cloumn3,5;0;2;8;92;3;0;8;8;8;9;94;94;3;3;3;8;92;6;6;94;94;4;5;0;8;6;92;2;0;8;2;0;94;94;7;4;1;1;1;6;8;92;92;92;7;4;5;0;7;6;6;6;2;5;4;6;6;1;7;94;94;8;1;92;7;5;0;8;4;4;4;7;92;6;2;5;5;4;94;94;6;0;3;6;6;0;94;94;0;8;2;0;0;0;6;0;92;92;92;7;8;1;94;94;5;8;2;2;2;9;3;94;94;6;
reel_cloumn4,94;94;3;92;7;1;1;0;0;0;8;3;4;92;92;92;3;0;9;9;2;92;8;8;3;1;2;2;2;7;4;4;1;9;2;92;92;92;9;4;8;94;94;1;6;8;8;8;7;2;1;94;94;3;3;7;4;4;4;1;5;7;2;92;3;1;9;4;1;94;94;3;9;9;9;6;92;8;8;0;92;5;3;2;1;1;1;6;0;8;9;94;94;2;4;4;9;8;1;94;94;7;5;3;3;3;4;94;94;9;2;92;5;9;7;
reel_cloumn5,1;94;94;8;3;3;3;4;6;92;92;92;2;0;3;3;1;1;7;9;94;94;6;1;4;4;4;2;5;0;9;0;8;94;94;4;0;8;6;6;6;2;4;7;92;5;9;1;4;94;94;9;7;1;1;1;3;0;5;3;4;94;94;9;6;1;92;6;5;94;94;5;5;1;9;5;0;3;94;94;9;0;0;0;5;4;3;3;0;9;8;92;92;92;5;5;0;2;9;9;94;94;3;1;2;2;2;7;92;9;1;5;5;5;7;

freespinModeId_0_1,6;5;92;8;3;3;7;8;3;7;7;6;0;0;9;9;4;6;6;6;1;7;2;0;7;92;3;2;7;1;1;1;4;5;0;8;4;6;3;3;3;7;92;92;92;1;5;5;0;3;8;92;5;0;6;2;3;3;0;0;0;8;4;2;2;0;0;3;9;2;2;2;3;0;92;92;6;0;3;9;7;7;7;5;4;6;0;9;5;4;0;6;6;1;7;7;4;4;4;2;9;7;8;
freespinModeId_0_2,6;0;92;8;5;0;0;0;2;3;5;0;0;6;3;8;3;3;1;5;7;92;92;92;5;1;7;4;4;4;5;1;9;9;9;3;3;2;9;3;8;9;0;2;92;92;92;9;0;5;1;1;1;8;7;1;92;8;9;2;1;4;4;5;3;2;2;2;9;2;1;9;9;2;1;3;7;1;5;4;4;92;6;8;8;8;7;3;5;92;4;4;0;9;3;3;3;2;92;1;7;8;9;
freespinModeId_0_3,5;0;2;8;92;3;0;8;8;8;9;3;3;3;8;92;6;6;4;5;0;8;6;92;2;0;8;2;0;7;4;1;1;1;6;8;92;92;92;7;4;5;0;7;6;6;6;2;5;4;6;6;1;7;8;1;92;7;5;0;8;4;4;4;7;92;6;2;5;5;4;6;0;3;6;6;0;0;8;2;0;0;0;6;0;92;92;92;7;8;1;5;8;2;2;2;9;3;6;9;5;4;0;
freespinModeId_0_4,3;92;7;1;1;0;0;0;8;3;4;92;92;92;3;0;9;9;2;92;8;8;3;1;2;2;2;7;4;4;1;9;2;92;92;92;9;4;8;1;6;8;8;8;7;2;1;3;3;7;4;4;4;1;5;7;2;92;3;1;9;4;1;3;9;9;9;6;92;8;8;0;92;5;3;2;1;1;1;6;0;8;9;2;4;4;9;8;1;7;5;3;3;3;4;9;2;92;5;9;7;6;1;
freespinModeId_0_5,1;8;3;3;3;4;6;92;92;92;2;0;3;3;1;1;7;9;6;1;4;4;4;2;5;0;9;0;8;4;0;8;6;6;6;2;4;7;92;5;9;1;4;9;7;1;1;1;3;0;5;3;4;9;6;1;92;6;5;5;5;1;9;5;0;3;9;0;0;0;5;4;3;3;0;9;8;92;92;92;5;5;0;2;9;9;3;1;2;2;2;7;92;9;1;5;5;5;7;7;1;5;4;

