reel_cloumn1,2;5;9;9;5;8;4;90;9;4;5;1;94;4;8;9;9;0;90;2;3;5;0;7;4;4;5;9;90;4;4;7;9;4;9;3;6;7;94;7;2;6;2;9;90;3;0;0;8;6;94;4;6;5;1;9;0;94;8;0;5;2;94;9;2;0;9;7;7;90;8;5;1;4;92;0;5;7;94;1;5;9;90;2;2;8;0;4;9;0;5;1;90;3;3;5;2;7;7;4
reel_cloumn2,9;4;1;7;90;5;7;5;3;9;1;8;94;9;3;1;1;3;9;0;7;90;3;2;9;8;92;94;0;9;3;7;92;8;9;94;1;1;0;3;6;6;90;1;4;1;2;5;7;9;94;6;4;4;4;92;8;94;4;7;3;8;94;6;0;0;9;6;3;92;92;92;92;8;9;8;6;4;5;4;92;8;9;94;6;0;6;94;4;9;7;0;94;2;3;92;2;8;0;9
reel_cloumn3,8;0;1;90;3;5;7;8;92;7;8;3;2;4;90;2;6;4;92;4;9;5;5;90;6;9;8;6;3;7;9;5;90;6;0;5;6;92;8;4;94;2;6;9;9;92;2;9;2;8;94;6;5;3;90;8;0;92;6;1;1;3;94;2;1;1;1;6;92;9;0;7;7;92;5;9;9;90;6;92;4;5;2;7;9;94;1;5;1;92;3;9;5;5;6;4;90;3;2;9
reel_cloumn4,1;5;7;0;92;92;92;92;7;7;4;8;90;9;8;3;4;6;6;94;0;1;9;3;8;94;1;7;3;5;8;4;90;2;8;2;9;92;8;4;5;2;6;5;9;2;4;94;8;0;4;3;8;1;92;94;6;0;2;2;5;6;3;92;7;4;7;94;2;3;8;4;90;2;5;6;4;92;5;4;0;4;0;7;90;3;1;9;5;6;4;94;9;5;4;6;6;3;9;1
reel_cloumn5,2;9;0;9;1;94;3;5;7;9;90;1;3;2;8;94;7;7;4;3;0;0;94;9;7;3;1;7;90;5;7;6;1;1;0;90;6;0;5;4;2;9;90;0;9;8;4;5;2;2;1;94;3;4;5;1;7;90;8;0;2;7;8;92;3;4;4;8;1;8;90;7;5;2;94;4;5;2;94;2;9;8;3;90;3;9;9;6;8;92;9;1;1;90;2;2;9;6;5;92

freespinModeId_0_1,2;5;9;0;4;5;8;7;92;4;5;1;1;4;8;9;6;0;9;2;3;5;0;7;4;4;5;3;6;4;4;7;9;92;4;8;3;6;7;7;2;6;2;92;5;3;0;0;8;6;9;4;7;5;1;92;0;8;8;0;5;2;9;9;2;0;9;7;7;92;8;5;1;4;9;0;5;7;8;1;5;9;9;2;2;8;0;4;9;0;5;1;6;3;3;5;2;7;7;4
freespinModeId_0_2,9;4;1;9;5;8;4;5;3;92;1;4;8;9;3;1;1;3;6;0;7;92;1;3;2;9;8;7;0;9;9;3;6;8;9;92;1;1;0;3;6;7;3;1;4;1;2;5;7;7;6;6;4;4;4;92;8;8;4;7;3;8;92;6;0;0;9;6;3;7;5;2;0;8;9;6;4;4;8;5;6;7;8;3;9;0;6;5;4;9;7;0;5;2;3;6;2;8;0;9
freespinModeId_0_3,8;0;1;92;3;5;7;3;9;92;8;3;2;4;92;9;9;6;4;4;9;5;5;92;6;9;8;2;3;7;9;5;92;6;0;5;6;9;92;8;4;5;2;6;9;9;92;2;9;2;8;6;5;3;92;8;0;9;6;1;1;3;92;2;1;1;1;92;6;6;0;7;7;92;5;9;3;6;4;4;0;0;92;7;9;1;5;1;6;92;3;9;5;5;6;4;92;3;2;9
freespinModeId_0_4,1;5;7;0;92;6;4;4;92;7;4;3;9;9;8;3;4;92;6;9;0;1;7;3;8;92;4;4;4;0;0;92;1;1;8;2;9;92;8;4;5;2;6;5;92;2;4;0;8;0;4;3;92;1;3;9;6;92;2;2;5;6;3;92;7;4;2;3;7;92;5;2;7;0;5;6;4;4;92;5;0;4;0;7;6;3;4;1;9;92;5;6;0;5;4;6;92;3;9;1
freespinModeId_0_5,2;9;0;9;6;1;2;7;92;3;9;1;3;2;8;9;92;7;4;3;0;0;9;7;3;2;92;8;5;9;0;6;1;1;0;92;6;0;5;4;2;3;0;9;92;2;4;0;8;2;1;92;3;4;5;1;7;92;8;0;2;7;8;92;3;4;4;8;1;8;92;7;5;2;0;92;4;0;7;8;2;6;92;9;9;3;3;6;8;92;9;1;1;0;2;2;92;9;6;5

freespinModeId_1_1,2;5;94;9;5;8;94;9;4;5;94;1;4;94;9;9;94;2;3;94;0;7;94;4;5;94;9;4;4;94;94;4;9;94;6;7;7;94;6;2;9;94;3;0;0;94;6;4;6;94;1;9;94;8;94;0;5;2;94;2;0;94;7;7;94;5;1;94;0;94;7;94;1
freespinModeId_1_2,9;4;94;7;3;5;94;5;3;9;94;8;8;94;3;1;94;3;9;94;7;1;94;2;9;94;0;9;3;94;94;9;9;94;1;0;3;94;6;6;1;94;1;2;5;94;9;6;4;94;4;8;94;4;94;3;8;6;94;0;9;94;3;8;94;8;6;94;5;94;8;94;9
