reel_cloumn1,100;100;100;94;100;100;95
reel_cloumn2,100;100;100;94;100;100;95
reel_cloumn3,100;100;100;94;100;100;95
reel_cloumn4,100;100;100;94;100;100;95
reel_cloumn5,100;100;100;94;100;100;95
reel_cloumn6,100;100;100;94;100;100;95

Socre_RioPinball_2,#Symbol/Socre_RioPinball_2.png;0;0;0.5,
Socre_RioPinball_3,#Symbol/Socre_RioPinball_3.png;0;0;0.5,
Socre_RioPinball_4,#Symbol/Socre_RioPinball_4.png;0;0;0.5,
Socre_RioPinball_5,#Symbol/Socre_RioPinball_5.png;0;0;0.5,
Socre_RioPinball_6,#Symbol/Socre_RioPinball_6.png;0;0;0.5,
Socre_RioPinball_7,#Symbol/Socre_RioPinball_7.png;0;0;0.5,
Socre_RioPinball_8,#Symbol/Socre_RioPinball_8.png;0;0;0.5,
Socre_RioPinball_9,#Symbol/Socre_RioPinball_9.png;0;0;0.5,
Socre_RioPinball_Scatter,#Symbol/Socre_RioPinball_Scatter.png;0;0;0.5,
Socre_RioPinball_Wild,#Symbol/Socre_RioPinball_Wild.png;0;0;0.5,
Socre_RioPinball_Wild_2X,#Symbol/Socre_RioPinball_Wild_2X.png;0;0;0.5,
Socre_RioPinball_Wild_Gang_1,#Symbol/Socre_RioPinball_Wild_Gang_1.png;0;0;0.5,
Socre_RioPinball_Wild_Gang_2,#Symbol/Socre_RioPinball_Wild_Gang_2.png;0;0;0.5,
Socre_RioPinball_Wild_2X_1,#Symbol/Socre_RioPinball_Wild_2X_1.png;0;0;0.5,
Socre_RioPinball_Wild_2X_2,#Symbol/Socre_RioPinball_Wild_2X_2.png;0;0;0.5,

SpineSymbol_0,idleframe-false
SpineSymbol_1,idleframe-false
SpineSymbol_2,idleframe-false
SpineSymbol_3,idleframe-false
SpineSymbol_90,idleframe-false
SpineSymbol_92,idleframe-false
SpineSymbol_94,idleframe-false
SpineSymbol_95,idleframe-false
SpineSymbol_96,idleframe-false
SpineSymbol_97,idleframe-false
SpineSymbol_98,idleframe-false
SpineSymbol_99,idleframe-false
SpineSymbol_102,idleframe-false


isAllLineType,0
lineCount,50
columnNum,6
rowNum,8
reelWidth,
reelHeight,
scatterShowCol,
bInclScatter,1
bPlayScatterAction,1
reelRunDatas,16;19;22;25;28;31
reelEffectRes,
reelBgEffectRes,
quickStopDelayTime,0
reelMoveSpeed,2080
reelResTime,0.15
reelDownTime,0.1
reelResDis,21
reelBeginJumpTime,0.2
reelBeginJumpHigh,20
musicBg,
musicFsBg,
musicReSpinBg,
soundScatterTip,
soundBonusTip,
soundReelDown,RioPinballSounds/sound_RioPinball_reel_down.mp3
reelRunSound,
randomSmallSymbolNum,
showScoreImage,0 
showLinesTime,2
specialSymbolList,92;96;97;98;99;102
