reel_cloumn1,8;5;5;4;8;6;8;7;90;5;4;8;2;4;7;4;7;7;1;3;6;6;6;8;0;5;7;6;90;2;5;8;3;8;1;5;1;3;1;6;2;90;4;7;5;3;8;6;6;4;5;3;4;6;1;5;6;6;4;0;4;7;2;4;6;7;8;2;4;4;0;4;7;6;4;90;7;3;8;0;8;5;7;1;5;7;3;7;8;8;4;5;7;5;8;7;3;5;6;4
reel_cloumn2,7;7;5;6;4;7;7;8;3;3;3;90;1;4;5;0;8;5;6;1;5;0;7;4;3;4;6;7;3;90;7;6;6;4;4;2;7;5;2;3;8;5;7;6;90;7;4;6;6;3;8;4;2;8;7;2;2;0;5;8;4;8;7;7;1;3;8;5;8;8;7;6;8;8;2;5;3;5;90;2;5;6;0;5;5;4;4;6;5;4;6;8;3;3;1;4;6;6;6;4
reel_cloumn3,8;5;6;7;3;2;90;8;3;3;5;8;96;7;5;5;4;5;7;1;7;8;8;3;7;5;2;8;1;4;5;1;90;6;2;5;8;0;5;5;6;96;4;4;5;6;5;7;6;6;8;8;4;1;4;7;4;6;5;4;4;8;3;4;8;96;6;7;5;6;96;3;6;0;3;6;4;4;3;7;2;4;7;90;7;8;6;6;0;4;0;7;1;8;3;2;8;3;6;1
reel_cloumn4,4;2;6;5;0;8;90;3;6;8;6;1;4;6;90;5;8;8;8;1;7;7;6;6;6;3;4;7;6;6;1;3;7;5;8;6;4;5;2;0;3;0;5;4;5;7;8;4;6;4;3;5;4;5;3;7;7;4;7;5;8;2;4;7;7;8;6;4;90;5;4;8;2;4;8;5;0;5;1;6;8;5;2;4;3;8;5;7;4;2;7;7;7;90;3;6;6;7;2;3
reel_cloumn5,0;5;8;90;5;2;8;3;7;4;3;3;7;6;1;8;5;7;0;2;8;90;6;4;6;6;5;5;7;5;5;2;4;0;3;1;4;8;4;1;2;8;7;6;3;6;4;6;3;7;3;4;7;7;6;4;4;8;6;1;4;2;6;8;4;4;2;5;1;90;7;90;90;8;4;7;2;6;4;3;0;8;5;5;5;0;8;1;0;1;8;5;7;6;5;8;8;6;6;5

freespinModeId_0_1,8;5;5;4;8;6;8;7;6;5;4;8;2;4;7;4;7;7;1;3;6;6;6;8;0;5;7;6;8;2;5;8;3;8;1;5;1;3;1;6;2;5;4;7;5;3;8;6;6;4;5;3;4;6;1;5;6;6;4;0;4;7;2;4;6;7;8;2;4;4;0;4;7;6;4;5;7;3;8;0;8;5;7;1;5;7;3;7;8;8;4;5;7;5;8;7;3;5;6;4
freespinModeId_0_2,7;7;5;6;4;7;7;8;3;3;3;5;1;4;5;0;8;5;6;1;5;0;7;4;3;4;6;7;3;6;7;6;6;4;4;2;7;5;2;3;8;5;7;6;5;7;4;6;6;3;8;4;2;8;7;2;2;0;5;8;4;8;7;7;1;3;8;5;8;8;7;6;8;8;2;5;3;5;8;2;5;6;0;5;5;4;4;6;5;4;6;8;3;3;1;4;6;6;6;4
freespinModeId_0_3,8;5;6;7;3;2;8;8;3;3;5;8;7;7;5;5;4;5;7;1;7;8;8;3;7;5;2;8;1;4;5;1;8;6;2;5;8;0;5;5;6;7;4;4;5;6;5;7;6;6;8;8;4;1;4;7;4;6;5;4;4;8;3;4;8;7;6;7;5;6;8;3;6;0;3;6;4;4;3;7;2;4;7;5;7;8;6;6;0;4;0;7;1;8;3;2;8;3;6;1
freespinModeId_0_4,4;2;6;5;0;8;5;3;6;8;6;1;4;6;5;5;8;8;8;1;7;7;6;6;6;3;4;7;6;6;1;3;7;5;8;6;4;5;2;0;3;0;5;4;5;7;8;4;6;4;3;5;4;5;3;7;7;4;7;5;8;2;4;7;7;8;6;4;5;5;4;8;2;4;8;5;0;5;1;6;8;5;2;4;3;8;5;7;4;2;7;7;7;5;3;6;6;7;2;3
