reel_cloumn1,0;6;1;4;5;2;8;90;1;6;5;3;5;7;1;4;4;1;5;1;90;6;7;1;4;0;6;7;90;1;5;7;1;7;8;3;7;8;0;6;7;1;4;93;93;93;6;3;6;6;2;5;90;7;7;0;8;8;1;5;8;1;4;4;1;7;8;93;93;93;4;0;4;4;0;6;7;0;7;8;2;4;90;6;7;3;6;6;0;5;7;0;7;8;3;6;7;93;93;93;0;6;7;0;5;7;2;5;7;8;3;5;6;3;6;7;2;6;7;3;7;90;8;2;4;4;0;5;8;1;6;7;8;2;6;1;6;6;7;2;6;7;7;0;4;5;6;2;5;5,
reel_cloumn2,4;7;1;5;6;0;6;90;2;7;8;3;4;7;2;5;6;1;5;6;90;5;4;1;7;8;3;90;4;4;2;5;6;92;8;8;1;90;4;2;5;6;1;93;93;93;8;8;0;5;5;1;7;92;3;8;93;93;93;2;6;7;3;8;8;2;6;93;93;93;7;8;0;93;93;93;3;7;1;8;1;7;92;8;1;5;3;6;1;4;92;5;0;6;6;0;5;5;1;5;0;6;93;93;93;8;8;3;92;7;0;92;8;1;92;7;7;0;4;4;1;5;0;5;2;90;7;3;93;93;0;7;2;90;4;3;5;6;1;6;7;0;7;2;8;1;92;5;0;7;1;4;4;0;5;1;90;6;6;1,
reel_cloumn3,3;7;8;2;4;5;2;90;5;6;3;4;5;92;2;7;90;8;3;4;90;0;4;6;3;5;6;3;7;8;1;5;92;6;1;5;6;3;7;90;8;3;4;93;93;93;5;2;92;4;1;5;5;2;7;8;3;4;5;2;4;5;2;8;8;2;4;92;92;92;4;4;3;93;93;93;6;7;2;8;8;0;7;8;0;7;8;90;1;4;5;93;93;93;3;5;6;3;4;4;93;93;93;7;8;0;5;8;0;4;4;3;4;4;92;2;6;7;3;5;5;2;5;8;90;1;5;6;3;6;6;3;7;8;93;93;93;2;4;5;2;4;5;3;5;5;2;6;6;2;7;8;2;6;6;2;6;7;0;8,
reel_cloumn4,2;7;8;2;4;5;0;90;5;3;92;6;6;90;1;8;8;2;5;6;7;3;93;93;93;6;7;3;4;4;0;7;7;1;8;8;2;4;5;2;8;8;1;93;93;93;6;7;3;4;5;2;8;8;2;5;6;3;4;90;4;5;0;6;3;90;6;92;2;8;8;3;4;93;93;93;4;3;6;5;2;6;7;3;92;92;92;4;4;1;7;8;2;6;7;1;6;92;7;3;93;93;93;6;7;2;7;8;2;6;6;3;4;5;1;4;92;5;2;4;90;3;4;5;1;7;8;2;4;5;3;6;6;93;93;6;6;2;4;4;0;7;8;2;5;6;1;93;93;3;4;90;3;6;92;92;92;8;0;8;8;0;5;6;3,
reel_cloumn5,2;4;5;0;6;7;1;90;6;7;3;5;6;92;3;90;7;8;0;4;5;1;93;93;93;4;5;2;92;92;92;2;5;6;3;7;8;2;5;6;2;5;90;1;4;4;1;6;7;3;6;6;0;6;7;1;7;8;0;92;92;92;0;5;6;1;4;4;1;90;5;6;0;93;93;93;7;8;0;4;4;3;4;5;3;7;7;2;90;7;8;1;4;5;2;92;92;92;2;6;7;1;5;6;92;3;8;8;3;6;7;3;8;8;3;93;93;93;0;7;8;2;4;4;0;8;8;92;2;5;1;4;5;0;7;8;0;93;93;93;2;4;5;1;93;93;1;7;7;2;92;5;6;0;4;4,

reel_cloumn_Low_1,0;6;1;4;5;2;8;6;1;6;5;3;5;7;0;4;4;0;5;90;1;6;7;1;4;90;0;6;7;1;5;7;1;7;8;3;7;8;0;6;7;1;4;8;0;5;6;3;6;6;2;5;90;7;7;0;8;8;1;5;8;1;4;4;1;7;8;93;93;4;4;0;4;4;0;6;7;0;7;8;2;4;90;6;7;3;6;6;0;5;7;0;7;8;3;6;7;93;93;93;6;7;0;5;7;2;5;7;8;3;5;6;3;6;7;2;8;8;3;7;7;90;8;2;4;4;0;5;8;1;6;7;8;2;6;1;6;6;7;2;6;7;7;0;4;5;6;2;5;5,
reel_cloumn_Low_2,4;7;1;5;6;0;6;7;2;7;8;3;4;7;2;5;6;1;5;6;0;5;4;1;7;8;3;90;4;4;2;92;92;92;8;8;1;90;4;2;5;6;1;6;7;3;8;8;0;5;5;1;7;92;3;8;2;5;5;2;6;7;3;8;8;2;6;2;7;0;7;8;0;93;93;93;3;7;1;8;1;7;92;8;1;5;3;6;1;4;92;5;0;6;6;0;5;5;1;5;0;6;93;93;93;8;8;3;92;7;0;92;8;1;92;7;7;0;4;4;1;5;0;5;2;90;7;3;93;93;0;7;2;90;4;3;5;6;1;6;7;0;7;2;8;1;92;5;0;7;1;4;4;0;90;5;1;6;6;1,
reel_cloumn_Low_3,3;7;8;2;4;5;2;90;5;6;3;4;5;92;2;7;90;8;3;4;5;0;4;6;3;5;6;3;7;8;1;5;92;6;1;5;6;3;7;90;8;3;4;5;3;4;5;2;92;4;1;5;5;2;7;8;3;4;5;2;4;5;2;8;8;2;4;92;92;92;4;4;3;7;8;0;6;7;2;8;8;0;7;90;8;0;7;8;1;4;5;1;5;6;3;5;6;3;4;4;93;93;93;7;8;0;5;8;0;4;4;3;4;4;92;2;6;7;3;5;5;2;5;8;90;1;5;6;3;6;6;3;7;8;93;93;93;2;4;5;2;4;5;3;5;5;2;6;6;2;7;8;2;6;6;2;6;92;7;8,
reel_cloumn_Low_4,2;7;8;2;4;5;0;4;5;3;92;6;6;90;1;8;8;2;92;6;7;3;4;5;2;6;7;3;4;4;0;7;7;1;8;8;2;4;5;2;8;8;1;6;6;0;6;7;3;4;5;2;8;8;2;5;6;3;4;90;4;5;0;6;90;3;6;92;2;8;8;3;4;5;2;6;4;3;6;5;92;2;6;7;3;4;4;1;7;8;2;6;7;1;6;92;7;3;4;5;0;6;7;2;7;8;2;6;6;3;4;5;1;4;93;93;93;2;4;90;3;4;5;1;7;8;2;4;5;3;6;6;93;93;93;6;6;2;4;4;0;7;8;2;5;6;1;5;6;3;4;90;3;6;92;92;92;8;0;8;8;0;5;6;3,
